"Tour_type","Tournament_Name","Player_Name","Course","Round","Hole","Hole_Par","Hole_Score","Yardage","Shot","Shot.Type.S.P.D.","Nbr_of_strokes","Shot_Location_Start","Shot_Location_End","Laser_Location_Start","Laser_Location_End","Distance","Distance_to_Pin","Distance_From_Center","Distance_From_Edge","In_Hole","Around_Green","First_Putt_Flag","Hole_Distance_After_Shot","Lie","Elevation","Slope","Time","X","Y","Z","Par_Made_Hole","Shots_Left_Hole","Exp_Strokes_B","Exp_Strokes_A","Strokes_Gained"
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"7",4,4,434,2,"S",1,"Primary Rough","Green","Left Rough","Unknown",5959,5805,33,279,"N","N","",157,"Unknown","With","Level",1400,8449.08,8831.1,523.447,1,2,1.04679875269187,0.984808589973443,-0.938009837281572
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"7",4,4,434,3,"S",1,"Green","Green","Unknown","Unknown",169,157,15,184,"N","N","Y",14,"Good","With","Level",1405,8460.58,8839.19,523.458,1,1,0.984808589973443,0.984808589973443,-1
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"7",4,4,434,4,"S",1,"Green","","Unknown","",14,14,0,0,"Y","N","",0,"Good","With","Level",1406,8460.58,8839.19,523.458,1,0,0.984808589973443,0,-0.0151914100265573
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"8",4,4,405,1,"S",1,"Tee Box","Fairway Bunker","","Unknown",9893,14544,909,387,"N","N","",4307,"Good","With","Level",1409,8343.74,9388.56,520.907,1,3,3.03126547037343,0.983608500026694,1.04765697034674
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"8",4,4,405,2,"S",1,"Fairway Bunker","Green","Unknown","Unknown",4431,4307,134,226,"N","N","",198,"Good","With","Level",1413,8267.8,9749.89,521.995,1,2,0.983608500026694,1.0035211977858,-1.0199126977591
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"8",4,4,405,3,"S",1,"Green","Green","Unknown","Unknown",243,198,31,84,"N","N","Y",40,"Good","With","Level",1418,8286.13,9741.37,521.564,1,1,1.0035211977858,1.0035211977858,-1
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"8",4,4,405,4,"S",1,"Green","","Unknown","",40,40,0,0,"Y","N","",0,"Good","With","Level",1419,8286.13,9741.37,521.564,1,0,1.0035211977858,0,0.00352119778579763
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"9",5,5,600,1,"S",1,"Tee Box","Primary Rough","","Right Rough",9580,21168,54,131,"N","N","",11699,"Good","With","Level",1421,8822.66,9592.82,502.651,1,4,4.20132048395244,3.63391875636689,-0.432598272414457
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"9",5,5,600,2,"S",1,"Primary Rough","Fairway","Right Rough","Left Fairway",2916,11699,127,233,"N","N","",8789,"Unknown","With","Level",1425,9064.85,9600.27,484.054,1,3,3.63391875636689,2.16299761516087,0.470921141206017
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"9",5,5,600,3,"S",1,"Fairway","Green Side Bunker","Left Fairway","Right Green Side Bunker",8360,8789,570,232,"N","Y","",739,"Good","With","Level",1427,9760.53,9563.41,476.046,1,2,2.16299761516087,1.29018556293247,-0.127187947771596
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"9",5,5,600,4,"S",1,"Green Side Bunker","Green","Right Green Side Bunker","Unknown",757,739,22,155,"N","N","",50,"Good","With","Level",1432,9801.38,9611.12,481.549,1,1,1.29018556293247,1.29018556293247,-1
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"9",5,5,600,5,"S",1,"Green","","Unknown","",50,50,0,0,"Y","N","Y",0,"Good","With","Level",1434,9801.38,9611.12,481.549,1,0,1.29018556293247,0,0.290185562932471
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"10",4,4,469,1,"S",1,"Tee Box","Fairway","","Right Fairway",9444,16524,357,224,"N","N","",7052,"Good","With","Level",1437,11027.54,9971.94,505.012,1,3,3.20715870351554,2.15198289149029,0.055175812025249
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"10",4,4,469,2,"S",1,"Fairway","Green Side Bunker","Right Fairway","Right Front Green Side Bunker",6720,7052,182,190,"N","Y","",373,"Good","With","Level",1442,11574.98,9855.76,524.658,1,2,2.15198289149029,0.918612524714867,0.233370366775423
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"10",4,4,469,3,"S",1,"Green Side Bunker","Green","Right Front Green Side Bunker","Unknown",426,373,21,209,"N","N","",48,"Good","With","Level",1445,11609.03,9864.65,529.462,1,1,0.918612524714867,0.918612524714867,-1
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"10",4,4,469,4,"S",1,"Green","","Unknown","",48,48,0,0,"Y","N","Y",0,"Good","With","Level",1448,11609.03,9864.65,529.462,1,0,0.918612524714867,0,-0.0813874752851333
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"11",3,4,197,1,"S",1,"Tee Box","Green Side Bunker","","Right Green Side Bunker",6904,6444,762,217,"N","Y","",857,"Good","With","Level",1451,12181.9,9803.36,545.26,0,3,1.32841767274031,1.05045633244939,-0.722038659709078
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"11",3,4,197,2,"S",1,"Green Side Bunker","Green","Right Green Side Bunker","Unknown",1084,857,117,13,"N","N","",262,"Good","With","Level",1453,12152.1,9888.65,543.996,0,2,1.05045633244939,1.0139318749159,-0.963475542466519
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"11",3,4,197,3,"S",1,"Green","Green","Unknown","Unknown",271,262,32,261,"N","N","Y",32,"Good","With","Level",1456,12166.63,9871.33,544.703,0,1,1.0139318749159,1.0139318749159,-1
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"11",3,4,197,4,"S",1,"Green","","Unknown","",32,32,0,0,"Y","N","",0,"Good","With","Level",1456,12166.63,9871.33,544.703,0,0,1.0139318749159,0,0.0139318749159045
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"12",4,4,391,1,"S",1,"Tee Box","Primary Rough","","Right Rough",10449,14436,630,218,"N","N","",3943,"Good","With","Level",1500,11408.11,9692.45,519.177,1,3,2.77138238671303,1.00507920466283,0.766303182050205
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"12",4,4,391,2,"S",1,"Primary Rough","Green","Right Rough","Unknown",4167,3943,115,1526,"N","N","",233,"Unknown","With","Level",1503,11060.99,9686.97,510.315,1,2,1.00507920466283,1.01236694657084,-1.00728774190801
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"12",4,4,391,3,"S",1,"Green","Green","Unknown","Unknown",254,233,6,1295,"N","N","Y",22,"Good","With","Level",1506,11081.34,9692.8,510.414,1,1,1.01236694657084,1.01236694657084,-1
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"12",4,4,391,4,"S",1,"Green","","Unknown","",22,22,0,0,"Y","N","",0,"Good","With","Level",1507,11081.34,9692.8,510.414,1,0,1.01236694657084,0,0.012366946570836
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"13",4,4,476,1,"S",1,"Tee Box","Fairway","","Right Fairway",9205,16848,108,15,"N","N","",7717,"Good","With","Level",1510,11576.85,9409.57,517.607,1,3,3.5853459888445,0.975560882030024,1.60978510681447
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"13",4,4,476,2,"S",1,"Fairway","Green","Right Fairway","Unknown",7657,7717,32,159,"N","N","",69,"Good","With","Level",1515,12207.48,9500.57,551.333,1,2,0.975560882030024,1.00499438306703,-1.029433501037
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"13",4,4,476,3,"S",1,"Green","Green","Unknown","Unknown",74,69,6,232,"N","N","Y",5,"Good","With","Level",1521,12213.44,9499.13,551.376,1,1,1.00499438306703,1.00499438306703,-1
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"13",4,4,476,4,"S",1,"Green","","Unknown","",5,5,0,0,"Y","N","",0,"Good","With","Level",1521,12213.44,9499.13,551.376,1,0,1.00499438306703,0,0.00499438306702871
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"14",4,5,442,1,"S",1,"Tee Box","Primary Rough","","Left Rough",10369,16272,987,522,"N","N","",5962,"Good","With","Level",1525,11405.73,9216.59,515.122,0,4,2.96277876807547,1.55957056525765,0.403208202817815
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"14",4,5,442,2,"S",1,"Primary Rough","Intermediate Rough","Left Rough","Right Intermediate",5063,5962,671,11,"N","Y","",1285,"Unknown","With","Level",1528,10997.77,9323.45,503.379,0,3,1.55957056525765,0.97366088397154,-0.414090318713889
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"14",4,5,442,3,"S",1,"Intermediate Rough","Green","Right Intermediate","Unknown",1192,1285,60,251,"N","N","",94,"Good","With","Level",1532,10916.66,9266.16,504.903,0,2,0.97366088397154,0.942488259911364,-0.968827375939824
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"14",4,5,442,4,"S",1,"Green","Green","Unknown","Unknown",95,94,3,162,"N","N","Y",1,"Good","With","Level",1534,10910.71,9260.9,505.053,0,1,0.942488259911364,0.942488259911364,-1
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"14",4,5,442,5,"S",1,"Green","","Unknown","",1,1,0,0,"Y","N","",0,"Good","With","Level",1534,10910.71,9260.9,505.053,0,0,0.942488259911364,0,-0.0575117400886356
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"15",5,4,525,1,"S",1,"Tee Box","Fairway","","Right Fairway",9795,19044,526,96,"N","N","",9014,"Good","With","Level",1539,11520.43,8952.32,499.232,1,3,3.67967957931751,1.8091556150418,0.870523964275703
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"15",5,4,525,2,"S",1,"Fairway","Green Side Bunker","Right Fairway","Right Green Side Bunker",8050,9014,247,251,"N","Y","",966,"Good","With","Level",1543,12132.6,8682.26,547.342,1,2,1.8091556150418,0.964490310223155,-0.155334695181352
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"15",5,4,525,3,"S",1,"Green Side Bunker","Green","Right Green Side Bunker","Unknown",841,966,61,256,"N","N","",130,"Good","With","Level",1546,12197.1,8655.87,554.427,1,1,0.964490310223155,0.964490310223155,-1
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"15",5,4,525,4,"S",1,"Green","","Unknown","",130,130,0,0,"Y","N","Y",0,"Good","With","Level",1549,12197.1,8655.87,554.427,1,0,0.964490310223155,0,-0.0355096897768448
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"16",4,3,481,1,"S",1,"Tee Box","Intermediate Rough","","Right Intermediate",10992,17172,367,56,"N","N","",6249,"Good","With","Level",1553,11306.5,8540.02,498.858,1,2,3.10266566423824,1.1041284510465,0.998537213191739
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"16",4,3,481,2,"S",1,"Intermediate Rough","Green","Right Intermediate","Unknown",6227,6249,29,166,"N","N","",37,"Unknown","With","Level",1557,10788.52,8567.3,482.64,1,1,1.1041284510465,1.1041284510465,-1
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"16",4,3,481,3,"S",1,"Green","","Unknown","",37,37,0,0,"Y","N","Y",0,"Good","With","Level",1603,10788.52,8567.3,482.64,1,0,1.1041284510465,0,0.104128451046499
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"17",4,4,470,1,"S",1,"Tee Box","Primary Rough","","Right Rough",9943,16524,701,252,"N","N","",6715,"Good","With","Level",1606,10660.47,9129.92,481.187,1,3,3.21375910267333,0.799081446093478,1.41467765657985
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"17",4,4,470,2,"S",1,"Primary Rough","Green","Right Rough","Unknown",6241,6715,420,177,"N","N","",610,"Unknown","With","Level",1611,10640.39,9649.66,479.897,1,2,0.799081446093478,1.11540768213947,-1.316326236046
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"17",4,4,470,3,"S",1,"Green","Green","Unknown","Unknown",647,610,31,151,"N","N","Y",33,"Good","With","Level",1615,10602.93,9688.46,479.7,1,1,1.11540768213947,1.11540768213947,-1
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"17",4,4,470,4,"S",1,"Green","","Unknown","",33,33,0,0,"Y","N","",0,"Good","With","Level",1617,10602.93,9688.46,479.7,1,0,1.11540768213947,0,0.115407682139473
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"18",3,4,235,1,"S",1,"Tee Box","Green","","Unknown",8347,7992,328,80,"N","N","",458,"Good","With","Level",1621,10143.52,9889.38,494.895,0,3,1.06907610421567,1.10885623872304,-1.03978013450737
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"18",3,4,235,2,"S",1,"Green","Green","Unknown","Unknown",508,458,55,248,"N","N","Y",54,"Good","With","Level",1626,10166.08,9853.59,493.094,0,2,1.10885623872304,1.17988013933114,-1.0710239006081
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"18",3,4,235,3,"S",1,"Green","Green","Unknown","Unknown",76,54,19,197,"N","N","",17,"Good","With","Level",1627,10166.02,9859.92,492.97,0,1,1.17988013933114,1.17988013933114,-1
"PGA TOUR","TOUR Championship by Coca-Cola","David Toms","East Lake GC",1,"18",3,4,235,4,"S",1,"Green","","Unknown","",17,17,0,0,"Y","N","",0,"Good","With","Level",1627,10166.02,9859.92,492.97,0,0,1.17988013933114,0,0.179880139331139
"PGA TOUR","TOUR Championship by Coca-Cola","Steve Stricker","East Lake GC",1,"1",4,3,424,1,"S",1,"Tee Box","Fairway","","Right Fairway",10914,15444,186,242,"N","N","",4526,"Good","With","Level",1305,9071.9,9830.28,480.913,1,2,2.98876446565086,0.901202798275709,1.08756166737515
"PGA TOUR","TOUR Championship by Coca-Cola","Steve Stricker","East Lake GC",1,"1",4,3,424,2,"S",1,"Fairway","Green","Right Fairway","Unknown",4655,4526,6,251,"N","N","",124,"Good","With","Level",1310,8685.15,9849.24,504.061,1,1,0.901202798275709,0.901202798275709,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Steve Stricker","East Lake GC",1,"1",4,3,424,3,"S",1,"Green","","Unknown","",124,124,0,0,"Y","N","Y",0,"Good","With","Level",1315,8685.15,9849.24,504.061,1,0,0.901202798275709,0,-0.0987972017242909
"PGA TOUR","TOUR Championship by Coca-Cola","Steve Stricker","East Lake GC",1,"2",3,3,214,1,"S",1,"Tee Box","Green Side Bunker","","Left Green Side Bunker",7231,7812,757,244,"N","Y","",979,"Good","With","Level",1317,9161.36,10063.17,486.542,1,2,2.0476573828873,1.04199899440929,0.00565838847800837
"PGA TOUR","TOUR Championship by Coca-Cola","Steve Stricker","East Lake GC",1,"2",3,3,214,2,"S",1,"Green Side Bunker","Green","Left Green Side Bunker","Unknown",962,979,16,160,"N","N","",18,"Good","With","Level",1321,9220.44,10009.19,490.684,1,1,1.04199899440929,1.04199899440929,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Steve Stricker","East Lake GC",1,"2",3,3,214,3,"S",1,"Green","","Unknown","",18,18,0,0,"Y","N","Y",0,"Good","With","Level",1323,9220.44,10009.19,490.684,1,0,1.04199899440929,0,0.0419989944092878
"PGA TOUR","TOUR Championship by Coca-Cola","Steve Stricker","East Lake GC",1,"3",4,4,387,1,"S",1,"Tee Box","Primary Rough","","Left Rough",10690,13464,545,185,"N","N","",2917,"Good","With","Level",1325,8399.2,10018.39,510.387,1,3,2.9709127514265,1.0548434242028,0.916069327223706
"PGA TOUR","TOUR Championship by Coca-Cola","Steve Stricker","East Lake GC",1,"3",4,4,387,2,"S",1,"Primary Rough","Green","Left Rough","Unknown",3290,2917,34,348,"N","N","",370,"Unknown","With","Level",1330,8131.11,10074.55,522.636,1,2,1.0548434242028,1.03826113795827,-0.983417713755475
"PGA TOUR","TOUR Championship by Coca-Cola","Steve Stricker","East Lake GC",1,"3",4,4,387,3,"S",1,"Green","Green","Unknown","Unknown",389,370,8,116,"N","N","Y",16,"Good","With","Level",1333,8163.22,10070.03,521.469,1,1,1.03826113795827,1.03826113795827,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Steve Stricker","East Lake GC",1,"3",4,4,387,4,"S",1,"Green","","Unknown","",16,16,0,0,"Y","N","",0,"Good","With","Level",1333,8163.22,10070.03,521.469,1,0,1.03826113795827,0,0.0382611379582727
"PGA TOUR","TOUR Championship by Coca-Cola","Steve Stricker","East Lake GC",1,"4",4,4,440,1,"S",1,"Tee Box","Fairway","","Left Fairway",10619,15768,212,74,"N","N","",5210,"Good","With","Level",1337,8145.16,9273.28,512.928,1,3,3.04876979856818,0.967869819722537,1.08089997884565
"PGA TOUR","TOUR Championship by Coca-Cola","Steve Stricker","East Lake GC",1,"4",4,4,440,2,"S",1,"Fairway","Green","Left Fairway","Unknown",5361,5210,53,254,"N","N","",157,"Good","With","Level",1341,8117.56,8827.65,528.69,1,2,0.967869819722537,0.937160127819379,-0.969290308096841
"PGA TOUR","TOUR Championship by Coca-Cola","Steve Stricker","East Lake GC",1,"4",4,4,440,3,"S",1,"Green","Green","Unknown","Unknown",182,157,0,135,"N","N","Y",21,"Good","With","Level",1345,8113.59,8842.29,528.229,1,1,0.937160127819379,0.937160127819379,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Steve Stricker","East Lake GC",1,"4",4,4,440,4,"S",1,"Green","","Unknown","",21,21,0,0,"Y","N","",0,"Good","With","Level",1345,8113.59,8842.29,528.229,1,0,0.937160127819379,0,-0.0628398721806214
"PGA TOUR","TOUR Championship by Coca-Cola","Steve Stricker","East Lake GC",1,"5",4,4,520,1,"S",1,"Tee Box","Fairway","","Right Fairway",11303,18576,41,316,"N","N","",7272,"Good","With","Level",1349,9119.34,8616.51,493.957,1,3,3.16811810400926,1.13610795300581,1.03201015100345
"PGA TOUR","TOUR Championship by Coca-Cola","Steve Stricker","East Lake GC",1,"5",4,4,520,2,"S",1,"Fairway","Green","Right Fairway","Unknown",7497,7272,69,257,"N","N","",231,"Good","With","Level",1354,9734.01,8504.97,484.017,1,2,1.13610795300581,1.30617458217771,-1.1700666291719
"PGA TOUR","TOUR Championship by Coca-Cola","Steve Stricker","East Lake GC",1,"5",4,4,520,3,"S",1,"Green","Green","Unknown","Unknown",267,231,13,151,"N","N","Y",31,"Good","With","Level",1400,9714.31,8515.29,483.51,1,1,1.30617458217771,1.30617458217771,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Steve Stricker","East Lake GC",1,"5",4,4,520,4,"S",1,"Green","","Unknown","",31,31,0,0,"Y","N","",0,"Good","With","Level",1402,9714.31,8515.29,483.51,1,0,1.30617458217771,0,0.306174582177707
"PGA TOUR","TOUR Championship by Coca-Cola","Steve Stricker","East Lake GC",1,"6",3,3,209,1,"S",1,"Tee Box","Fringe","","Left Fairway",8045,7740,357,0,"N","Y","",454,"Good","With","Level",1406,9795.6,8835.15,477.067,1,2,1.03722050562241,0.959622530680029,-0.922402025057621
"PGA TOUR","TOUR Championship by Coca-Cola","Steve Stricker","East Lake GC",1,"6",3,3,209,2,"S",1,"Fringe","Green","Left Fairway","Unknown",484,454,15,0,"N","N","",26,"Good","With","Level",1411,9835.88,8833.3,476.165,1,1,0.959622530680029,0.959622530680029,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Steve Stricker","East Lake GC",1,"6",3,3,209,3,"S",1,"Green","","Unknown","",26,26,0,0,"Y","N","Y",0,"Good","With","Level",1413,9835.88,8833.3,476.165,1,0,0.959622530680029,0,-0.040377469319971
"PGA TOUR","TOUR Championship by Coca-Cola","Steve Stricker","East Lake GC",1,"7",4,4,434,1,"S",1,"Tee Box","Intermediate Rough","","Left Intermediate",10621,15804,230,70,"N","N","",5063,"Good","With","Level",1415,8865.36,8955.15,499.416,1,3,3.02699307371295,1.08610588817896,0.940887185533989
"PGA TOUR","TOUR Championship by Coca-Cola","Steve Stricker","East Lake GC",1,"7",4,4,434,2,"S",1,"Intermediate Rough","Green","Left Intermediate","Unknown",5438,5063,63,60,"N","N","",378,"Unknown","With","Level",1421,8432.64,8822.87,523.932,1,2,1.08610588817896,1.00082752136383,-0.91472163318487
"PGA TOUR","TOUR Championship by Coca-Cola","Steve Stricker","East Lake GC",1,"7",4,4,434,3,"S",1,"Green","Green","Unknown","Unknown",372,378,11,185,"N","N","Y",10,"Good","With","Level",1426,8460.36,8836.79,523.413,1,1,1.00082752136383,1.00082752136383,-1
"PGA TOUR","TOUR Championship by Coca-Cola","Steve Stricker","East Lake GC",1,"7",4,4,434,4,"S",1,"Green","","Unknown","",10,10,0,0,"Y","N","",0,"Good","With","Level",1426,8460.36,8836.79,523.413,1,0,1.00082752136383,0,0.000827521363828687
"PGA TOUR","TOUR Championship by Coca-Cola","Steve Stricker","East Lake GC",1,"8",4,3,405,1,"S",1,"Tee Box","Intermediate Rough","","Left Intermediate",9640,14544,565,22,"N","N","",4752,"Good","With","Level",1429,8385.94,9359.95,524.691,1,2,2.69009053744241,1.01120297356357,0.678887563878845
